journal_name,pub_name,journal_id,price,price_date_stamp,category
Archives of Pharmacal Research,Springer,1976-3786,3000,2016-08-11,NA
Archives of Sexual Behavior,Springer,1573-2800,3000,2016-08-11,NA
Archives of Toxicology,Springer,1432-0738,3000,2016-08-11,NA
Archives of Virology,Springer,1432-8798,3000,2016-08-11,NA
Archives of Women's Mental Health,Springer,1435-1102,3000,2016-08-11,NA
Archivum Immunologiae et Therapiae Experimentalis,Springer,1661-4917,3000,2016-08-11,NA
Argumentation,Springer,1572-8374,3000,2016-08-11,NA
arktos,Springer,2364-9461,3000,2016-08-11,NA
Arnold Mathematical Journal,Springer,2199-6806,3000,2016-08-11,NA
Arthropod-Plant Interactions,Springer,1872-8847,3000,2016-08-11,NA
Arthroskopie,Springer,1434-3924,3000,2016-08-11,NA
Artificial Intelligence and Law,Springer,1572-8382,3000,2016-08-11,NA
Artificial Intelligence Review,Springer,1573-7462,3000,2016-08-11,NA
Artificial Life and Robotics,Springer,1614-7456,3000,2016-08-11,NA
Asia Europe Journal,Springer,1612-1031,3000,2016-08-11,NA
Asia Pacific Education Review,Springer,1876-407X,3000,2016-08-11,NA
Asia Pacific Journal of Management,Springer,1572-9958,3000,2016-08-11,NA
Asian Journal of Business Ethics,Springer,2210-6731,3000,2016-08-11,NA
Asian Journal of Criminology,Springer,1871-014X,3000,2016-08-11,NA
The Asia-Pacific Education Researcher,Springer,2243-7908,3000,2016-08-11,NA
Asia-Pacific Financial Markets,Springer,1573-6946,3000,2016-08-11,NA
Asia-Pacific Journal of Atmospheric Sciences,Springer,1976-7951,3000,2016-08-11,NA
AStA Advances in Statistical Analysis,Springer,1863-818X,3000,2016-08-11,NA
AStA Wirtschafts- und Sozialstatistisches Archiv,Springer,1863-8163,3000,2016-08-11,NA
The Astronomy and Astrophysics Review,Springer,1432-0754,3000,2016-08-11,NA
Astrophysics and Space Science,Springer,1572-946X,3000,2016-08-11,NA
Atlantic Economic Journal,Springer,1573-9678,3000,2016-08-11,NA
Attention Perception & Psychophysics,Springer,1943-393X,3000,2016-08-11,NA
Augmented Human Research,Springer,2365-4325,3000,2016-08-11,NA
Australasian Physical & Engineering Sciences in Medicine,Springer,1879-5447,3000,2016-08-11,NA
Australasian Plant Pathology,Springer,1448-6032,3000,2016-08-11,NA
The Australian Educational Researcher,Springer,2210-5328,3000,2016-08-11,NA
Automated Software Engineering,Springer,1573-7535,3000,2016-08-11,NA
Automotive and Engine Technology,Springer,2365-5135,3000,2016-08-11,NA
Autonomous Agents and Multi-Agent Systems,Springer,1573-7454,3000,2016-08-11,NA
Autonomous Robots,Springer,1573-7527,3000,2016-08-11,NA
Axiomathes,Springer,1572-8390,3000,2016-08-11,NA
Basic Research in Cardiology,Springer,1435-1803,3000,2016-08-11,NA
Behavior Genetics,Springer,1573-3297,3000,2016-08-11,NA
Behavior Research Methods,Springer,1554-3528,3000,2016-08-11,NA
Behavioral Ecology and Sociobiology,Springer,1432-0762,3000,2016-08-11,NA
Biochemical Genetics,Springer,1573-4927,3000,2016-08-11,NA
BioControl,Springer,1573-8248,3000,2016-08-11,NA
Biodegradation,Springer,1572-9729,3000,2016-08-11,NA
Biodiversity and Conservation,Springer,1572-9710,3000,2016-08-11,NA
BioDrugs,Springer,1179-190X,3000,2016-08-11,NA
BioEnergy Research,Springer,1939-1242,3000,2016-08-11,NA
Biogeochemistry,Springer,1573-515X,3000,2016-08-11,NA
Biogerontology,Springer,1573-6768,3000,2016-08-11,NA
Biologia Plantarum,Springer,1573-8264,3000,2016-08-11,NA
Biological Cybernetics,Springer,1432-0770,3000,2016-08-11,NA
Biological Invasions,Springer,1573-1464,3000,2016-08-11,NA
Biological Theory,Springer,1555-5550,3000,2016-08-11,NA
Biological Trace Element Research,Springer,1559-0720,3000,2016-08-11,NA
Biology and Fertility of Soils,Springer,1432-0789,3000,2016-08-11,NA
Biology & Philosophy,Springer,1572-8404,3000,2016-08-11,NA
Biomanufacturing Reviews,Springer,2363-5088,3000,2016-08-11,NA
Biomass Conversion and Biorefinery,Springer,2190-6823,3000,2016-08-11,NA
Biomechanics and Modeling in Mechanobiology,Springer,1617-7940,3000,2016-08-11,NA
Biomedical Microdevices,Springer,1572-8781,3000,2016-08-11,NA
BioMetals,Springer,1572-8773,3000,2016-08-11,NA
Biomolecular NMR Assignments,Springer,1874-270X,3000,2016-08-11,NA
BioNanoScience,Springer,2191-1649,3000,2016-08-11,NA
BioPhysical Economics and Resource Quality,Springer,2366-0120,3000,2016-08-11,NA
Biophysical Reviews,Springer,1867-2469,3000,2016-08-11,NA
Bioprocess and Biosystems Engineering,Springer,1615-7605,3000,2016-08-11,NA
Biosemiotics,Springer,1875-1350,3000,2016-08-11,NA
BIOspektrum,Springer,1868-6249,3000,2016-08-11,NA
Biotechnology Letters,Springer,1573-6776,3000,2016-08-11,NA
BIT Numerical Mathematics,Springer,1572-9125,3000,2016-08-11,NA
BMSAP,Springer,1777-5469,3000,2016-08-11,NA
Bollettino dell'Unione Matematica Italiana,Springer,2198-2759,3000,2016-08-11,NA
The Botanical Review,Springer,1874-9372,3000,2016-08-11,NA
Boundary-Layer Meteorology,Springer,1573-1472,3000,2016-08-11,NA
Brain Imaging and Behavior,Springer,1931-7565,3000,2016-08-11,NA
Brain Structure and Function,Springer,1863-2661,3000,2016-08-11,NA
Brain Topography,Springer,1573-6792,3000,2016-08-11,NA
Brain Tumor Pathology,Springer,1861-387X,3000,2016-08-11,NA
Brazilian Journal of Botany,Springer,1806-9959,3000,2016-08-11,ECOLOGY AND EVOLUTION
Brazilian Journal of Physics,Springer,1678-4448,3000,2016-08-11,NA
Breast Cancer,Springer,1880-4233,3000,2016-08-11,NA
Breast Cancer Research and Treatment,Springer,1573-7217,3000,2016-08-11,NA
Brittonia,Springer,1938-436X,3000,2016-08-11,NA
Building Simulation,Springer,1996-8744,3000,2016-08-11,NA
Bulletin of Earthquake Engineering,Springer,1573-1456,3000,2016-08-11,NA
Bulletin of Engineering Geology and the Environment,Springer,1435-9537,3000,2016-08-11,NA
Bulletin of Environmental Contamination and Toxicology,Springer,1432-0800,3000,2016-08-11,NA
Bulletin of the Malaysian Mathematical Sciences Society,Springer,2180-4206,3000,2016-08-11,NA
Bulletin of Mathematical Biology,Springer,1522-9602,3000,2016-08-11,NA
Bulletin of Volcanology,Springer,1432-0819,3000,2016-08-11,NA
Bundesgesundheitsblatt - Gesundheitsforschung - Gesundheitsschutz,Springer,1437-1588,3000,2016-08-11,NA
Business & Information Systems Engineering,Springer,1867-0202,3000,2016-08-11,MARKETING
Calcified Tissue International,Springer,1432-0827,3000,2016-08-11,NA
Calcolo,Springer,1126-5434,3000,2016-08-11,NA
Calculus of Variations and Partial Differential Equations,Springer,1432-0835,3000,2016-08-11,NA
Cancer Causes & Control,Springer,1573-7225,3000,2016-08-11,NA
Cancer Chemotherapy and Pharmacology,Springer,1432-0843,3000,2016-08-11,NA
Cancer Immunology Immunotherapy,Springer,1432-0851,3000,2016-08-11,NA
Cancer and Metastasis Reviews,Springer,1573-7233,3000,2016-08-11,NA
Cancer Microenvironment,Springer,1875-2284,3000,2016-08-11,NA
Carbonates and Evaporites,Springer,1878-5212,3000,2016-08-11,NA
Cardiovascular Drugs and Therapy,Springer,1573-7241,3000,2016-08-11,NA
Cardiovascular Engineering and Technology,Springer,1869-4098,3000,2016-08-11,NA
Cardiovascular Intervention and Therapeutics,Springer,1868-4297,3000,2016-08-11,NA
CardioVascular and Interventional Radiology,Springer,1432-086X,3000,2016-08-11,NA
Cardiovascular Toxicology,Springer,1559-0259,3000,2016-08-11,NA
Catalysis Letters,Springer,1572-879X,3000,2016-08-11,NA
Catalysis Surveys from Asia,Springer,1574-9266,3000,2016-08-11,NA
CEAS Aeronautical Journal,Springer,1869-5590,3000,2016-08-11,NA
CEAS Space Journal,Springer,1868-2510,3000,2016-08-11,NA
Celestial Mechanics and Dynamical Astronomy,Springer,1572-9478,3000,2016-08-11,NA
Cell Biochemistry and Biophysics,Springer,1559-0283,3000,2016-08-11,NA
Cell Biology and Toxicology,Springer,1573-6822,3000,2016-08-11,NA
Cell Stress and Chaperones,Springer,1466-1268,3000,2016-08-11,NA
Cell and Tissue Banking,Springer,1573-6814,3000,2016-08-11,NA
Cell and Tissue Research,Springer,1432-0878,3000,2016-08-11,NA
Cellular and Molecular Bioengineering,Springer,1865-5033,3000,2016-08-11,NA
Cellular and Molecular Life Sciences,Springer,1420-9071,3000,2016-08-11,NA
Cellular and Molecular Neurobiology,Springer,1573-6830,3000,2016-08-11,NA
Cellular Oncology,Springer,2211-3436,3000,2016-08-11,NA
Cellulose,Springer,1572-882X,3000,2016-08-11,NA
CEN Case Reports,Springer,2192-4449,3000,2016-08-11,NA
Central European Journal of Operations Research,Springer,1613-9178,3000,2016-08-11,NA
The Cerebellum,Springer,1473-4230,3000,2016-08-11,NA
Chemoecology,Springer,1423-0445,3000,2016-08-11,NA
Chemosensory Perception,Springer,1936-5810,3000,2016-08-11,NA
ChemTexts,Springer,2199-3793,3000,2016-08-11,NA
Child and Adolescent Social Work Journal,Springer,1573-2797,3000,2016-08-11,NA
Child Indicators Research,Springer,1874-8988,3000,2016-08-11,NA
Child Psychiatry & Human Development,Springer,1573-3327,3000,2016-08-11,NA
Child & Youth Care Forum,Springer,1573-3319,3000,2016-08-11,NA
Children's Literature in Education,Springer,1573-1693,3000,2016-08-11,NA
Child's Nervous System,Springer,1433-0350,3000,2016-08-11,NA
China Foundry,Springer,2365-9459,3000,2016-08-11,NA
China-EU Law Journal,Springer,1868-5161,3000,2016-08-11,NA
Chinese Geographical Science,Springer,1993-064X,3000,2016-08-11,NA
Chinese Political Science Review,Springer,2365-4252,3000,2016-08-11,NA
Der Chirurg,Springer,1433-0385,3000,2016-08-11,NA
Chromatographia,Springer,1612-1112,3000,2016-08-11,NA
Chromosoma,Springer,1432-0886,3000,2016-08-11,NA
Chromosome Research,Springer,1573-6849,3000,2016-08-11,NA
Circuits Systems and Signal Processing,Springer,1531-5878,3000,2016-08-11,NA
Clean Technologies and Environmental Policy,Springer,1618-9558,3000,2016-08-11,NA
Climate Dynamics,Springer,1432-0894,3000,2016-08-11,NA
Climatic Change,Springer,1573-1480,3000,2016-08-11,NA
Clinical Autonomic Research,Springer,1619-1560,3000,2016-08-11,NA
Clinical Child and Family Psychology Review,Springer,1573-2827,3000,2016-08-11,NA
Clinical Drug Investigation,Springer,1179-1918,3000,2016-08-11,NA
Clinical and Experimental Medicine,Springer,1591-9528,3000,2016-08-11,NA
Clinical & Experimental Metastasis,Springer,1573-7276,3000,2016-08-11,NA
Clinical and Experimental Nephrology,Springer,1437-7799,3000,2016-08-11,NA
Clinical Journal of Gastroenterology,Springer,1865-7265,3000,2016-08-11,NA
Clinical Neuroradiology,Springer,1869-1447,3000,2016-08-11,NA
Clinical Oral Investigations,Springer,1436-3771,3000,2016-08-11,NA
Clinical Pharmacokinetics,Springer,1179-1926,3000,2016-08-11,NA
Clinical Research in Cardiology,Springer,1861-0692,3000,2016-08-11,NA
Clinical Reviews in Allergy & Immunology,Springer,1559-0267,3000,2016-08-11,NA
Clinical Reviews in Bone and Mineral Metabolism,Springer,1559-0119,3000,2016-08-11,NA
Clinical Rheumatology,Springer,1434-9949,3000,2016-08-11,NA
Clinical Social Work Journal,Springer,1573-3343,3000,2016-08-11,NA
Clinical and Translational Imaging,Springer,2281-7565,3000,2016-08-11,NA
Clinical and Translational Oncology,Springer,1699-3055,3000,2016-08-11,NA
Cliometrica,Springer,1863-2513,3000,2016-08-11,NA
Cluster Computing,Springer,1573-7543,3000,2016-08-11,NA
CME,Springer,1614-3744,3000,2016-08-11,NA
CNS Drugs,Springer,1179-1934,3000,2016-08-11,NA
Cognition Technology & Work,Springer,1435-5566,3000,2016-08-11,NA
Cognitive Affective & Behavioral Neuroscience,Springer,1531-135X,3000,2016-08-11,NA
Cognitive Computation,Springer,1866-9964,3000,2016-08-11,NA
Cognitive Neurodynamics,Springer,1871-4099,3000,2016-08-11,NA
Cognitive Processing,Springer,1612-4790,3000,2016-08-11,NA
Cognitive Therapy and Research,Springer,1573-2819,3000,2016-08-11,NA
Collectanea Mathematica,Springer,2038-4815,3000,2016-08-11,NA
Colloid and Polymer Science,Springer,1435-1536,3000,2016-08-11,NA
coloproctology,Springer,1615-6730,3000,2016-08-11,NA
Communications in Mathematical Physics,Springer,1432-0916,3000,2016-08-11,NA
Communications in Mathematics and Statistics,Springer,2194-671X,3000,2016-08-11,NA
Community Mental Health Journal,Springer,1573-2789,3000,2016-08-11,NA
Comparative Clinical Pathology,Springer,1618-565X,3000,2016-08-11,NA
Complex Analysis and Operator Theory,Springer,1661-8262,3000,2016-08-11,NA
Computational and Applied Mathematics,Springer,1807-0302,3000,2016-08-11,NA
computational complexity,Springer,1420-8954,3000,2016-08-11,NA
Computational Economics,Springer,1572-9974,3000,2016-08-11,NA
Computational Geosciences,Springer,1573-1499,3000,2016-08-11,NA
Computational Management Science,Springer,1619-6988,3000,2016-08-11,NA
Computational and Mathematical Organization Theory,Springer,1572-9346,3000,2016-08-11,NA
Computational Mechanics,Springer,1432-0924,3000,2016-08-11,NA
Computational Methods and Function Theory,Springer,2195-3724,3000,2016-08-11,NA
Computational Optimization and Applications,Springer,1573-2894,3000,2016-08-11,NA
Computational Particle Mechanics,Springer,2196-4386,3000,2016-08-11,NA
Computational Statistics,Springer,1613-9658,3000,2016-08-11,NA
The Computer Games Journal,Springer,2052-773X,3000,2016-08-11,NA
Computer Science - Research and Development,Springer,1865-2042,3000,2016-08-11,NA
Computer Supported Cooperative Work (CSCW),Springer,1573-7551,3000,2016-08-11,NA
Computing,Springer,1436-5057,3000,2016-08-11,NA
Computing and Visualization in Science,Springer,1433-0369,3000,2016-08-11,NA
Conservation Genetics,Springer,1572-9737,3000,2016-08-11,NA
Conservation Genetics Resources,Springer,1877-7260,3000,2016-08-11,NA
Constitutional Political Economy,Springer,1572-9966,3000,2016-08-11,NA
Constraints,Springer,1572-9354,3000,2016-08-11,NA
Constructive Approximation,Springer,1432-0940,3000,2016-08-11,NA
Contemporary Family Therapy,Springer,1573-3335,3000,2016-08-11,NA
Contemporary Islam,Springer,1872-0226,3000,2016-08-11,NA
Contemporary Jewry,Springer,1876-5165,3000,2016-08-11,NA
Contemporary School Psychology,Springer,2161-1505,3000,2016-08-11,NA
Continental Philosophy Review,Springer,1573-1103,3000,2016-08-11,NA
Continuum Mechanics and Thermodynamics,Springer,1432-0959,3000,2016-08-11,NA
Contributions to Mineralogy and Petrology,Springer,1432-0967,3000,2016-08-11,NA
Control Theory and Technology,Springer,2198-0942,3000,2016-08-11,NA
Coral Reefs,Springer,1432-0975,3000,2016-08-11,NA
Crime Law and Social Change,Springer,1573-0751,3000,2016-08-11,NA
Criminal Law Forum,Springer,1572-9850,3000,2016-08-11,NA
Criminal Law and Philosophy,Springer,1871-9805,3000,2016-08-11,NA
Critical Criminology,Springer,1572-9877,3000,2016-08-11,NA
Cryptography and Communications,Springer,1936-2455,3000,2016-08-11,NA
CSI Transactions on ICT,Springer,2277-9086,3000,2016-08-11,NA
Cultural Studies of Science Education,Springer,1871-1510,3000,2016-08-11,NA
Culture and Brain,Springer,2193-8660,3000,2016-08-11,NA
Culture Medicine and Psychiatry,Springer,1573-076X,3000,2016-08-11,NA
Current Addiction Reports,Springer,2196-2952,3000,2016-08-11,NA
Current Allergy and Asthma Reports,Springer,1534-6315,3000,2016-08-11,NA
Current Anesthesiology Reports,Springer,2167-6275,3000,2016-08-11,NA
Current Atherosclerosis Reports,Springer,1534-6242,3000,2016-08-11,NA
Current Behavioral Neuroscience Reports,Springer,2196-2979,3000,2016-08-11,NA
Current Bladder Dysfunction Reports,Springer,1931-7220,3000,2016-08-11,NA
Current Breast Cancer Reports,Springer,1943-4596,3000,2016-08-11,NA
Current Cardiology Reports,Springer,1534-3170,3000,2016-08-11,NA
Current Cardiovascular Imaging Reports,Springer,1941-9074,3000,2016-08-11,NA
Current Cardiovascular Risk Reports,Springer,1932-9563,3000,2016-08-11,NA
Current Climate Change Reports,Springer,2198-6061,3000,2016-08-11,NA
Current Clinical Microbiology Reports,Springer,2196-5471,3000,2016-08-11,NA
Current Colorectal Cancer Reports,Springer,1556-3804,3000,2016-08-11,NA
Current Dermatology Reports,Springer,2162-4933,3000,2016-08-11,NA
Current Developmental Disorders Reports,Springer,2196-2987,3000,2016-08-11,NA
Current Diabetes Reports,Springer,1539-0829,3000,2016-08-11,NA
Current Emergency and Hospital Medicine Reports,Springer,2167-4884,3000,2016-08-11,NA
Current Environmental Health Reports,Springer,2196-5412,3000,2016-08-11,NA
Current Epidemiology Reports,Springer,2196-2995,3000,2016-08-11,NA
Current Forestry Reports,Springer,2198-6436,3000,2016-08-11,NA
Current Fungal Infection Reports,Springer,1936-377X,3000,2016-08-11,NA
Current Gastroenterology Reports,Springer,1534-312X,3000,2016-08-11,NA
Current Genetic Medicine Reports,Springer,2167-4876,3000,2016-08-11,NA
Current Genetics,Springer,1432-0983,3000,2016-08-11,NA
Current Geriatrics Reports,Springer,2196-7865,3000,2016-08-11,NA
Current Heart Failure Reports,Springer,1546-9549,3000,2016-08-11,NA
Current Hematologic Malignancy Reports,Springer,1558-822X,3000,2016-08-11,NA
Current Hepatology Reports,Springer,2195-9595,3000,2016-08-11,NA
Current HIV/AIDS Reports,Springer,1548-3576,3000,2016-08-11,NA
Current Hypertension Reports,Springer,1534-3111,3000,2016-08-11,NA
Current Infectious Disease Reports,Springer,1534-3146,3000,2016-08-11,NA
Current Landscape Ecology Reports,Springer,2364-494X,3000,2016-08-11,NA
Current Microbiology,Springer,1432-0991,3000,2016-08-11,NA
Current Molecular Biology Reports,Springer,2198-6428,3000,2016-08-11,NA
Current Neurology and Neuroscience Reports,Springer,1534-6293,3000,2016-08-11,NA
Current Nutrition Reports,Springer,2161-3311,3000,2016-08-11,NA
Current Obesity Reports,Springer,2162-4968,3000,2016-08-11,NA
Current Obstetrics and Gynecology Reports,Springer,2161-3303,3000,2016-08-11,NA
Current Oncology Reports,Springer,1534-6269,3000,2016-08-11,NA
Current Ophthalmology Reports,Springer,2167-4868,3000,2016-08-11,NA
Current Oral Health Reports,Springer,2196-3002,3000,2016-08-11,NA
Current Osteoporosis Reports,Springer,1544-2241,3000,2016-08-11,NA
Current Otorhinolaryngology Reports,Springer,2167-583X,3000,2016-08-11,NA
Current Pain and Headache Reports,Springer,1534-3081,3000,2016-08-11,NA
Current Pathobiology Reports,Springer,2167-485X,3000,2016-08-11,NA
Current Pediatrics Reports,Springer,2167-4841,3000,2016-08-11,NA
Current Pharmacology Reports,Springer,2198-641X,3000,2016-08-11,NA
Current Physical Medicine and Rehabilitation Reports,Springer,2167-4833,3000,2016-08-11,NA
Current Pollution Reports,Springer,2198-6592,3000,2016-08-11,NA
Current Psychiatry Reports,Springer,1535-1645,3000,2016-08-11,NA
Current Psychology,Springer,1936-4733,3000,2016-08-11,NA
Current Pulmonology Reports,Springer,2199-2428,3000,2016-08-11,NA
Current Radiology Reports,Springer,2167-4825,3000,2016-08-11,NA
Current Reviews in Musculoskeletal Medicine,Springer,1935-9748,3000,2016-08-11,NA
Current Rheumatology Reports,Springer,1534-6307,3000,2016-08-11,NA
Current Sexual Health Reports,Springer,1548-3592,3000,2016-08-11,NA
Current Sleep Medicine Reports,Springer,2198-6401,3000,2016-08-11,NA
Current Stem Cell Reports,Springer,2198-7866,3000,2016-08-11,NA
Current Surgery Reports,Springer,2167-4817,3000,2016-08-11,NA
Current Sustainable/Renewable Energy Reports,Springer,2196-3010,3000,2016-08-11,NA
Current Transplantation Reports,Springer,2196-3029,3000,2016-08-11,NA
Current Trauma Reports,Springer,2198-6096,3000,2016-08-11,NA
