Domain_English,Field_English,SubField_English,1.01 SEQ,Source_title,issn,essn,smsid,
Health Sciences,Clinical Medicine,Endocrinology & Metabolism,105,Osteoporosis International,0937-941X,1433-2965,116108,
Health Sciences,Clinical Medicine,Endocrinology & Metabolism,105,Pediatric Diabetes,1399-543X,1399-5448,118289,
Health Sciences,Clinical Medicine,Endocrinology & Metabolism,105,Pediatric endocrinology reviews : PER,1565-4753,,102758,
Health Sciences,Clinical Medicine,Endocrinology & Metabolism,105,Peptides,0196-9781,,113578,
Health Sciences,Clinical Medicine,Endocrinology & Metabolism,105,Pituitary,1386-341X,1573-7403,120226,
Health Sciences,Clinical Medicine,Endocrinology & Metabolism,105,PPAR Research,1687-4757,1687-4765,129397,
Health Sciences,Clinical Medicine,Endocrinology & Metabolism,105,Practical Diabetes International,1357-8170,1528-252X,113261,
Health Sciences,Clinical Medicine,Endocrinology & Metabolism,105,Primary Care Diabetes,1751-9918,,101336,
Health Sciences,Clinical Medicine,Endocrinology & Metabolism,105,Recent progress in hormone research,0079-9963,,119585,
Health Sciences,Clinical Medicine,Endocrinology & Metabolism,105,Regulatory Peptides,0167-0115,,111972,
Health Sciences,Clinical Medicine,Endocrinology & Metabolism,105,Reviews in Endocrine & Metabolic Disorders,1389-9155,1573-2606,105097,
Health Sciences,Clinical Medicine,Endocrinology & Metabolism,105,Revista Espanola de Enfermedades Metabolicas Oseas,1132-8460,1578-1844,129485,
Health Sciences,Clinical Medicine,Endocrinology & Metabolism,105,Revista Espanola de Obesidad,1696-6112,,119259,
Health Sciences,Clinical Medicine,Endocrinology & Metabolism,105,Steroids,0039-128X,,110937,
Health Sciences,Clinical Medicine,Endocrinology & Metabolism,105,The Aging Male (Informa),1368-5538,1473-0790,121124,
Health Sciences,Clinical Medicine,Endocrinology & Metabolism,105,The journal of endocrine genetics : JEG,1565-012X,,129902,
Health Sciences,Clinical Medicine,Endocrinology & Metabolism,105,The Journal of pediatric endocrinology,0334-018X,,115737,
Health Sciences,Clinical Medicine,Endocrinology & Metabolism,105,The Journal of Steroid Biochemistry and Molecular Biology,0960-0760,,116616,
Health Sciences,Clinical Medicine,Endocrinology & Metabolism,105,The review of diabetic studies : RDS,1613-6071,1614-0575,124883,
Health Sciences,Clinical Medicine,Endocrinology & Metabolism,105,Thyroid,1050-7256,1557-9077,118899,
Health Sciences,Clinical Medicine,Endocrinology & Metabolism,105,Treatments in endocrinology,1175-6349,,109703,
Health Sciences,Clinical Medicine,Endocrinology & Metabolism,105,Trends in Endocrinology and Metabolism,1043-2760,,103710,
Health Sciences,Clinical Medicine,Endocrinology & Metabolism,105,Vitamins and hormones,0083-6729,,107953,
Health Sciences,Clinical Medicine,Environmental & Occupational Health,106,AIHA journal : a journal for the science of occupational and environmental health and safety,1542-8117,1542-8125,113993,
Health Sciences,Clinical Medicine,Environmental & Occupational Health,106,American Journal of Industrial Medicine,0271-3586,1097-0274,103867,
Health Sciences,Clinical Medicine,Environmental & Occupational Health,106,Annals of agricultural and environmental medicine : AAEM,1232-1966,1898-2263,123931,
Health Sciences,Clinical Medicine,Environmental & Occupational Health,106,Applied occupational and environmental hygiene,1047-322X,1521-0898,101299,
Health Sciences,Clinical Medicine,Environmental & Occupational Health,106,Arbeitsmedizin Sozialmedizin Umweltmedizin,0944-6052,,111889,
Health Sciences,Clinical Medicine,Environmental & Occupational Health,106,Archives des Maladies Professionnelles et de L'Environnement,1775-8785,,119752,
Health Sciences,Clinical Medicine,Environmental & Occupational Health,106,Archives des Maladies Professionnelles et de Medecine du Travail,1250-3274,,119409,
Health Sciences,Clinical Medicine,Environmental & Occupational Health,106,Bundesgesundheitsblatt - Gesundheitsforschung - Gesundheitsschutz,1436-9990,1437-1588,105147,
Health Sciences,Clinical Medicine,Environmental & Occupational Health,106,Chemical Health and Safety,1074-9098,,128213,
Health Sciences,Clinical Medicine,Environmental & Occupational Health,106,Clinics in occupational and environmental medicine,1526-0046,,102501,
Health Sciences,Clinical Medicine,Environmental & Occupational Health,106,"Gefahrstoffe, Reinhaltung der Luft = Air quality control / Herausgeber, BIA und KRdL im VDI und DIN",0949-8036,,102058,
Health Sciences,Clinical Medicine,Environmental & Occupational Health,106,Giornale italiano di medicina del lavoro ed ergonomia,1592-7830,,100972,
Health Sciences,Clinical Medicine,Environmental & Occupational Health,106,Indian Journal of Occupational and Environmental Medicine,0019-5278,,108649,
Health Sciences,Clinical Medicine,Environmental & Occupational Health,106,Industrial health,0019-8366,1880-8026,109351,
Health Sciences,Clinical Medicine,Environmental & Occupational Health,106,International Archives of Occupational and Environmental Health,0340-0131,1432-1246,103285,
Health Sciences,Clinical Medicine,Environmental & Occupational Health,106,International Journal of Environmental Health Research,0960-3123,1369-1619,128831,
Health Sciences,Clinical Medicine,Environmental & Occupational Health,106,International journal of occupational and environmental health,1077-3525,,103599,
Health Sciences,Clinical Medicine,Environmental & Occupational Health,106,International Journal of Occupational Medicine and Environmental Health,1232-1087,1896-494x,111887,
Health Sciences,Clinical Medicine,Environmental & Occupational Health,106,Journal of agricultural safety and health,1074-7583,,128677,
Health Sciences,Clinical Medicine,Environmental & Occupational Health,106,Journal of Agromedicine,1059-924X,1545-0813,114384,
Health Sciences,Clinical Medicine,Environmental & Occupational Health,106,"Journal of Clean Technology, Environmental Toxicology and Occupational Medicine",1052-1062,,104485,
Health Sciences,Clinical Medicine,Environmental & Occupational Health,106,Journal of environmental health,0022-0892,,116255,
Health Sciences,Clinical Medicine,Environmental & Occupational Health,106,Journal of Occupational and Environmental Hygiene,1545-9624,1545-9632,111427,
Health Sciences,Clinical Medicine,Environmental & Occupational Health,106,Journal of Occupational and Environmental Medicine,1076-2752,1536-5948,116276,
Health Sciences,Clinical Medicine,Environmental & Occupational Health,106,Journal of Occupational Health,1341-9145,1348-9585,116188,
Health Sciences,Clinical Medicine,Environmental & Occupational Health,106,Journal of Occupational Health and Safety - Australia and New Zealand,0815-6409,,110777,
Health Sciences,Clinical Medicine,Environmental & Occupational Health,106,Journal of Occupational Medicine and Toxicology,,1745-6673,129616,
Health Sciences,Clinical Medicine,Environmental & Occupational Health,106,La Medicina del lavoro,0025-7818,,100171,
Health Sciences,Clinical Medicine,Environmental & Occupational Health,106,Medycyna pracy,0465-5893,,116514,
Health Sciences,Clinical Medicine,Environmental & Occupational Health,106,Occupational and environmental medicine,1351-0711,1470-7926,113460,
Health Sciences,Clinical Medicine,Environmental & Occupational Health,106,Occupational health; a journal for occupational health nurses,0029-7917,,122714,
Health Sciences,Clinical Medicine,Environmental & Occupational Health,106,Occupational Medicine,0962-7480,1471-8405,111775,
Health Sciences,Clinical Medicine,Environmental & Occupational Health,106,"Occupational medicine (Philadelphia, Pa.)",0885-114X,,103324,
Health Sciences,Clinical Medicine,Environmental & Occupational Health,106,Pracovni lekarstvi,0032-6291,,104064,
Health Sciences,Clinical Medicine,Environmental & Occupational Health,106,"Scandinavian journal of work, environment & health",0355-3140,1795-990X,103818,
Health Sciences,Clinical Medicine,Environmental & Occupational Health,106,"Scandinavian Journal of Work, Environment and Health, Supplement",0356-6528,,131094,
Health Sciences,Clinical Medicine,Environmental & Occupational Health,106,The Annals of Occupational Hygiene (Elsevier),0003-4878,1475-3162,114921,
Health Sciences,Clinical Medicine,Environmental & Occupational Health,106,Travailler,1620-5340,,132323,
Health Sciences,Clinical Medicine,Environmental & Occupational Health,106,"Zentralblatt für Arbeitsmedizin, Arbeitsschutz und Ergonomie",0944-2502,,130491,
Health Sciences,Clinical Medicine,Gastroenterology & Hepatology,107,Acta Endoscopica,0240-642X,1958-5454,114198,
Health Sciences,Clinical Medicine,Gastroenterology & Hepatology,107,Acta gastro-enterologica Belgica,0001-5644,,114545,
Health Sciences,Clinical Medicine,Gastroenterology & Hepatology,107,Acta gastroenterologica Latinoamericana,0300-9033,,107773,
Health Sciences,Clinical Medicine,Gastroenterology & Hepatology,107,Alimentary Pharmacology & Therapeutics,0269-2813,1365-2036,105127,
Health Sciences,Clinical Medicine,Gastroenterology & Hepatology,107,"Alimentary Pharmacology and Therapeutics, Supplement",0953-0673,,114138,
Health Sciences,Clinical Medicine,Gastroenterology & Hepatology,107,American journal of physiology. Gastrointestinal and liver physiology,0193-1857,1522-1547,106893,
Health Sciences,Clinical Medicine,Gastroenterology & Hepatology,107,Annales de gastroenterologie et d'hepatologie,0066-2070,,111774,
Health Sciences,Clinical Medicine,Gastroenterology & Hepatology,107,Annals of hepatology : official journal of the Mexican Association of Hepatology,1665-2681,,101887,
Health Sciences,Clinical Medicine,Gastroenterology & Hepatology,107,Archives of Gastroenterohepatology,0354-2440,,130275,
Health Sciences,Clinical Medicine,Gastroenterology & Hepatology,107,Arquivos de gastroenterologia,0004-2803,1678-4219,111267,
Health Sciences,Clinical Medicine,Gastroenterology & Hepatology,107,Baillière's Clinical Gastroenterology,0950-3528,,116878,
Health Sciences,Clinical Medicine,Gastroenterology & Hepatology,107,Best Practice & Research: Clinical Gastroenterology,1521-6918,,105969,
Health Sciences,Clinical Medicine,Gastroenterology & Hepatology,107,BMC Gastroenterology,,1471-230X,114974,
Health Sciences,Clinical Medicine,Gastroenterology & Hepatology,107,Canadian journal of gastroenterology = Journal canadien de gastroenterologie,0835-7900,,103578,
Health Sciences,Clinical Medicine,Gastroenterology & Hepatology,107,Ceska a Slovenska Gastroenterologie,1210-7824,,123380,
Health Sciences,Clinical Medicine,Gastroenterology & Hepatology,107,Ceska a Slovenska Gastroenterologie a Hepatologie,1213-323X,,121838,
Health Sciences,Clinical Medicine,Gastroenterology & Hepatology,107,Chinese journal of digestive diseases,1443-9611,1443-9573,113795,
Health Sciences,Clinical Medicine,Gastroenterology & Hepatology,107,Chinese Journal of Gastroenterology,1008-7125,,115417,
Health Sciences,Clinical Medicine,Gastroenterology & Hepatology,107,Chirurgische Gastroenterologie Interdisziplinar,0177-9990,1421-9808,103565,
Health Sciences,Clinical Medicine,Gastroenterology & Hepatology,107,Clinical Gastroenterology and Hepatology,1542-3565,1542-7714,120117,
Health Sciences,Clinical Medicine,Gastroenterology & Hepatology,107,Clinical Perspectives in Gastroenterology,1098-8351,,109447,
Health Sciences,Clinical Medicine,Gastroenterology & Hepatology,107,Clinics in Liver Disease,1089-3261,,101999,
Health Sciences,Clinical Medicine,Gastroenterology & Hepatology,107,Comparative Hepatology,,1476-5926,110378,
Health Sciences,Clinical Medicine,Gastroenterology & Hepatology,107,Current Gastroenterology Reports,1522-8037,1534-312X,106649,
Health Sciences,Clinical Medicine,Gastroenterology & Hepatology,107,Current Opinion in Gastroenterology,0267-1379,1531-7056,100563,
Health Sciences,Clinical Medicine,Gastroenterology & Hepatology,107,Current treatment options in gastroenterology,1092-8472,1534-309X,103677,
Health Sciences,Clinical Medicine,Gastroenterology & Hepatology,107,Der Gastroenterologe,1861-9681,1861-969X,127231,
Health Sciences,Clinical Medicine,Gastroenterology & Hepatology,107,Diagnostic and Therapeutic Endoscopy,1070-3608,1029-0516,129471,
Health Sciences,Clinical Medicine,Gastroenterology & Hepatology,107,Digestion,0012-2823,1421-9867,110552,
Health Sciences,Clinical Medicine,Gastroenterology & Hepatology,107,Digestive and Liver Disease,1590-8658,,105790,
Health Sciences,Clinical Medicine,Gastroenterology & Hepatology,107,"Digestive diseases (Basel, Switzerland)",0257-2753,1421-9875,111004,
Health Sciences,Clinical Medicine,Gastroenterology & Hepatology,107,Digestive Diseases and Sciences,0163-2116,1573-2568,106421,
Health Sciences,Clinical Medicine,Gastroenterology & Hepatology,107,Digestive Endoscopy,0915-5635,1443-1661,109954,
Health Sciences,Clinical Medicine,Gastroenterology & Hepatology,107,Diseases of the Esophagus,1120-8694,1442-2050,100813,
Health Sciences,Clinical Medicine,Gastroenterology & Hepatology,107,Endoscopic Forum for Digestive Disease,0912-0505,,103417,
Health Sciences,Clinical Medicine,Gastroenterology & Hepatology,107,Endoscopy,0013-726X,1438-8812,108703,
Health Sciences,Clinical Medicine,Gastroenterology & Hepatology,107,Endoskopie,1211-1074,,107990,
Health Sciences,Clinical Medicine,Gastroenterology & Hepatology,107,Esophagus,1612-9059,1612-9067,103975,
Health Sciences,Clinical Medicine,Gastroenterology & Hepatology,107,European Journal of Gastroenterology and Hepatology,0954-691X,,118096,
Health Sciences,Clinical Medicine,Gastroenterology & Hepatology,107,European review for medical and pharmacological sciences,1128-3602,,124244,
Health Sciences,Clinical Medicine,Gastroenterology & Hepatology,107,Expert review of gastroenterology & hepatology,1747-4124,1747-4132,120448,
Health Sciences,Clinical Medicine,Gastroenterology & Hepatology,107,Gastroenterologia Polska,1232-9886,,126398,
Health Sciences,Clinical Medicine,Gastroenterology & Hepatology,107,Gastroenterological Endoscopy,0387-1207,,112280,
Health Sciences,Clinical Medicine,Gastroenterology & Hepatology,107,Gastroenterologie clinique et biologique,0399-8320,2210-7401,119206,
Health Sciences,Clinical Medicine,Gastroenterology & Hepatology,107,Gastroenterology,0016-5085,1528-0012,120695,
Health Sciences,Clinical Medicine,Gastroenterology & Hepatology,107,Gastroenterology & hepatology,1554-7914,,111113,
Health Sciences,Clinical Medicine,Gastroenterology & Hepatology,107,Gastroenterology Clinics of North America,0889-8553,1120-3757,114544,
Health Sciences,Clinical Medicine,Gastroenterology & Hepatology,107,Gastroenterology International,0950-5911,,106537,
Health Sciences,Clinical Medicine,Gastroenterology & Hepatology,107,Gastrointestinal Endoscopy,0016-5107,1097-6779,116670,
Health Sciences,Clinical Medicine,Gastroenterology & Hepatology,107,Gastrointestinal Endoscopy Clinics of North America,1052-5157,,108758,
Health Sciences,Clinical Medicine,Gastroenterology & Hepatology,107,GED - Gastrenterologia Endoscopia Digestiva,0101-7772,,125289,
Health Sciences,Clinical Medicine,Gastroenterology & Hepatology,107,Gut,0017-5749,1468-3288,101128,
Health Sciences,Clinical Medicine,Gastroenterology & Hepatology,107,Helicobacter,1083-4389,1523-5378,119565,
Health Sciences,Clinical Medicine,Gastroenterology & Hepatology,107,Hepatobiliary & pancreatic diseases international : HBPD INT,1499-3872,,113330,
Health Sciences,Clinical Medicine,Gastroenterology & Hepatology,107,Hepato-Gastro,1253-7020,,103664,
Health Sciences,Clinical Medicine,Gastroenterology & Hepatology,107,Hepato-gastroenterology,0172-6390,,110186,
Health Sciences,Clinical Medicine,Gastroenterology & Hepatology,107,Hepatology,0270-9139,1527-3350,112398,
Health Sciences,Clinical Medicine,Gastroenterology & Hepatology,107,Hepatology International,1936-0533,1936-0541,117358,
Health Sciences,Clinical Medicine,Gastroenterology & Hepatology,107,Hepatology Research,1386-6346,1872-034X,116079,
