"issn","journal_name","pub_name",is_hybrid,"category","url"
"2069-6469","Urbanism. Arhitectura. Constructii","NR&DI URBAN-INCERC",0,"Fine Arts","http://uac.incd.ro/EN/index.htm"
"2069-7430","Pro Ligno","Editura Universitatii Transilvania din Brasov",0,"Agriculture","http://www.proligno.ro/en/index.htm"
"2069-7619","Balneo Research Journal","Romanian Association of Balneology, Editura Balneara",0,"Medicine","http://bioclima.ro/Journal.htm"
"2069-8291","Hermeneia: Journal of Hermeneutics, Art Theory and Art Criticism","Axis Academic Foundation ",0,"Fine Arts","http://hermeneia.ro"
"2069-8534","International Review of Social Research","De Gruyter Open",0,"Social Sciences","http://www.degruyter.com/view/j/irsr"
"2069-9344","EIRP Proceedings","Danubius University",0,"Political science","http://journals.univ-danubius.ro/index.php/eirp"
"2069-9387","Postmodern Openings","Lumen",0,"Social Sciences","http://postmodernopenings.com/"
"2070-0245","Journal of Scientific Research","Rajshahi University",0,"Science","http://www.banglajol.info/index.php/JSR"
"2070-1845","Journal of Geography and Regional Planning","Academic Journals",0,NULL,""
"2070-5204","Oman Medical Journal","Oman Medical Specialty Board",0,"Medicine","http://www.omjournal.org"
"2070-8998","Journal of Naval Architecture and Marine Engineering"," Association of Naval Architects and Marine Engineers",0,"Technology","http://www.banglajol.info/index.php/jname"
"2071-0763","SA Journal of Industrial Psychology","AOSIS",0,"Social Sciences","http://www.sajip.co.za"
"2071-0771","Koedoe: African Protected Area Conservation and Science","AOSIS",0,"Science","http://www.koedoe.co.za"
"2071-078X","South African Journal of Human Resource Management","AOSIS",0,"Social Sciences","http://www.sajhrm.co.za"
"2071-1050","Sustainability","MDPI",0,"",""
"2071-1255","Iraqi Journal of Veterinary Sciences","University of Mosul",0,"Agriculture","http://vetmedmosul.org/ijvs  "
"2071-2936","African Journal of Primary Health Care & Family Medicine","AOSIS",0,"Medicine","http://www.phcfm.org"
"2071-5072","Letras : Órgano De La Facultad De Letras Y Ciencias Humanas","Universidad Nacional Mayor de San Marcos",0,"General Works","http://letras.unmsm.edu.pe/rl"
"2071-6346","LiTheS. Zeitschrift Für Literatur- Und Theatersoziologie","University of Graz",0,"Language and Literature","http://unipub.uni-graz.at/lithes"
"2071-7024","Journal of Animal and Plant Sciences","Elewa Bio Sciences",0,NULL,""
"2071-7113","International Journal of Meat Science","Asian Network for Scientific Information (ansinet)",0,NULL,""
"2071-9736","Health SA Gesondheid: Journal of Interdisciplinary Health Sciences","Elsevier",0,"Medicine","http://www.journals.elsevier.com/health-sa-gesondheid/"
"2072-0378","Saharnyj Diabet","UP Print",0,"Medicine","http://dia.endojournals.ru/"
"2072-1315","Journal of Health, Population and Nutrition","BioMed Central",0,"Technology","http://www.jhpn.org/"
"2072-1439","Journal of Thoracic Disease","AME Publishing Company",0,NULL,""
"2072-2001","Centro Agrícola","Universidad Central \"Marta Abreu\" de Las Villas",0,"Agriculture","http://cagricola.uclv.edu.cu/index.php/es/"
"2072-4292","Remote Sensing","MDPI",0,"",""
"2072-6643","Nutrients","MDPI",0,"",""
"2072-6651","Toxins","MDPI",0,"",""
"2072-666X","Micromachines","",0,NULL,""
"2072-6694","Cancers","Mdpi",0,NULL,NULL
"2072-8050","HTS Teologiese Studies/Theological Studies ","AOSIS",0,"Philosophy. Psychology. Religion","http://www.hts.org.za"
"2072-845X","Jàmbá : Journal of Disaster Risk Studies","AOSIS",0,"Social Sciences","http://www.jamba.org.za"
"2072-9308","Journal of the Selva Andina Research Society","Selva Andina Research Society",0,"Science","http://www.scielo.org.bo/scielo.php?script=sci_serial&pid=2072-9294&lng=es&nrm=iso"
"2073-2104","Advanced Journal of Public Administration and Policy Research","Advanced Scholars Journals",0,NULL,""
"2073-2333","Vestnik Zoologii","De Gruyter Open",0,"Science","http://www.degruyter.com/view/j/vzoo"
"2073-4336","Games","Mdpi",0,NULL,NULL
"2073-4344","Catalysts","",0,NULL,""
"2073-4352","Crystals","",0,NULL,""
"2073-4360","Polymers","MDPI",0,"",""
"2073-4395","Agronomy ","MDPI AG",0,"Agriculture","http://www.mdpi.com/journal/agronomy"
"2073-4425","Genes","MDPI",0,"",""
"2073-4433","Atmosphere","MDPI",0,"nan",""
"2073-4441","Water","MDPI",0,"",""
"2073-4468","Antibodies","MDPI AG",0,"Medicine","http://www.mdpi.com/journal/antibodies"
"2073-4735","Breathe","European Respiratory Society",0,"Medicine","http://breathe.ersjournals.com/"
"2073-4972","European Journal of Natural History","nan",0,NULL,""
"2073-7122","Interdisciplinary Journal of Contemporary Research in Business","nan",0,NULL,""
"2073-8994","Symmetry-Basel","MDPI",0,"",""
"2073-929X","Kust Medical Journal","Kohat University of Science and Technology",0,"Medicine","http://www.kmuj.kmu.edu.pk/index"
"2074-0875","Global Journal of Biodiversity Science and Management","AENSI (American-Eurasian Network for Scientific Information)",0,NULL,""
"2074-0883","Global Journal of Medicinal Plant Research","AENSI (American-Eurasian Network for Scientific Information)",0,NULL,""
"2074-0891","Global Journal of Plant Ecophysiology","AENSI (American-Eurasian Network for Scientific Information)",0,NULL,""
"2074-1812","Iranian Red Crescent Medical Journal","Self Owned - Non-Profit Society",0,NULL,NULL
"2074-7705","Verbum Et Ecclesia ","AOSIS",0,"Philosophy. Psychology. Religion","http://www.ve.org.za"
"2074-7764","Pakistan Veterinary Journal","University of Agriculture, Faisalabad",0,"Agriculture","http://www.pvj.com.pk"
"2074-8647","Biotecnología Vegetal","Universidad Central Marta Abreu de Las Villas",0,"Agriculture","https://revista.ibp.co.cu"
"2074-9015","International Journal of Information Technology and Computer Science ","MECS Publisher",0,"Science","http://www.mecs-press.org/ijitcs/"
"2074-9031","International Journal of Information Engineering and Electronic Business","MECS Publisher",0,"Science","http://www.mecs-press.org/ijieeb/"
"2074-9058","International Journal of Intelligent Systems and Applications","MECS Publisher",0,"Science","http://www.mecs-press.org/ijisa/"
"2074-9082","International Journal of Image, Graphics and Signal Processing","MECS Publisher",0,"Science","http://www.mecs-press.org/ijigsp/"
"2074-9104","International Journal of Computer Network and Information Security ","MECS Publisher",0,"Science","http://www.mecs-press.org/ijcnis/"
"2075-017X","International Journal of Modern Education and Computer Science","MECS Publisher",0,"Science","http://www.mecs-press.org/ijmecs/"
"2075-0528","Sultan Qaboos University Medical Journal : SQUMJ","Sultan Qaboos University",0,"Medicine","http://web.squ.edu.om/squmj/index.asp"
"2075-1141","Soil & Environment","Soil Science Society of Pakistan (SSSP)",0,"Agriculture","http://www.se.org.pk"
"2075-163X","Minerals","",0,NULL,""
"2075-2180","Electronic Proceedings in Theoretical Computer Science","Open Publishing Association",0,"Science","http://eptcs.org/"
"2075-4701","Metals","",0,NULL,""
"2075-8359","Archivos Latinoamericanos De Producción Animal","Asociación Latinoamericana de Producción Animal",0,"Agriculture","http://www.alpa.org.ve/ojs/index.php"
"2075-9517","eJournal of eDemocracy and Open Government","self-owned",0,"Policy and Law","http://www.jedem.org/index.php/jedem/index"
"2076-0299","Bangladesh Journal of Medical Science ","Ibn Sina Trust",0,"Medicine","http://www.banglajol.info/index.php/BJMS/index"
"2076-0825","Actuators","MDPI AG",0,"Technology","http://www.mdpi.com/journal/actuators"
"2076-2615","Animals","MDPI AG",0,"Agriculture","http://www.mdpi.com/journal/animals/"
"2076-2909","International Journal of Energy and Environment ","International Energy and Environment Foundation (IEEF)",0,"Technology","http://www.ijee.ieefoundation.org/"
"2076-3271","Medical Sciences","MDPI AG",0,"Medicine","http://www.mdpi.com/journal/medsci"
"2076-3387","Administrative Sciences","MDPI AG",0,"Political science","http://www.mdpi.com/journal/admsci"
"2076-3417","Applied Sciences-Basel","",0,NULL,""
"2076-3425","Brain Sciences","MDPI AG",0,"Medicine","http://www.mdpi.com/journal/brainsci/"
"2076-3433","South African Journal of Education","Education Association of South Africa",0,"Education","http://www.sajournalofeducation.co.za"
"2076-3921","Antioxidants","MDPI AG",0,"Medicine","http://www.mdpi.com/journal/antioxidants"
"2076-6327","International Journal of Medical Students","nan",0,NULL,""
"2076-734X","International Journal of Research and Reviews in Applied Sciences","Academic Research Publishing Agency",0,NULL,""
"2076-7366","International Journal of Research and Reviews in Applied Sciences","Academic Research Publishing Agency",0,NULL,""
"2076-8427","Revue Internationale De Pédagogie De L’Enseignement Supérieur","Association Internationale de Pédagogie Universitaire",0,"Education","http://ripes.revues.org"
"2076-9172","Rambam Maimonides Medical Journal","Rambam Health Care Campus",0,"Medicine","http://www.rmmj.org.il"
"2076-9946","eJournal of Biological Science","eJournals of Academic Research & Reviews",0,NULL,""
"2076-9954","eJournal of Biological Science","eJournals of Academic Research & Reviews",0,NULL,""
"2077-0472","Agriculture ","MDPI AG",0,"Agriculture","http://www.mdpi.com/journal/agriculture"
"2077-1312","Journal of Marine Science and Engineering ","MDPI AG",0,"Naval Science","http://www.mdpi.com/journal/jmse"
"2077-2025","Asian Journal of Algebra","Asian Network for Scientific Information (ansinet)",0,NULL,""
"2077-2033","Asian Journal of Clinical Nutrition","Asian Network for Scientific Information (ansinet)",0,NULL,""
"2077-2041","Asian Journal of Crop Science","Asian Network for Scientific Information (ansinet)",0,NULL,""
"2077-205X","Asian Journal of Epidemiology","Asian Network for Scientific Information (ansinet)",0,NULL,""
"2077-2068","Asian Journal of Mathematics & Statistics","Asian Network for Scientific Information (ansinet)",0,NULL,""
"2077-2076","Asian Journal of Scientific Research","Asian Network for Scientific Information (ansinet)",0,NULL,""
"2077-2122","Current Research in Bacteriology","Asian Network for Scientific Information (ansinet)",0,NULL,""
"2077-2149","The International Journal of Applied Economics and Finance","Asian Network for Scientific Information (ansinet)",0,NULL,""
"2077-2157","International Journal of Osteoporosis and Metabolic Disorders","Asian Network for Scientific Information (ansinet)",0,NULL,""
"2077-2173","Journal of Artificial Intelligence","Asian Network for Scientific Information (ansinet)",0,NULL,""
"2077-2181","Journal of Environmental Science and Technology","Asian Network for Scientific Information (ansinet)",0,NULL,""
"2077-2211","Research Journal of Immunology","Asian Network for Scientific Information (ansinet)",0,NULL,""
"2077-222X","Research Journal of Obstetrics and Gynecology","Asian Network for Scientific Information (ansinet)",0,NULL,""
"2077-2246","Trends in Agricultural Economics","Asian Network for Scientific Information (ansinet)",0,NULL,""
"2077-2254","Trends in Bioinformatics","Asian Network for Scientific Information (ansinet)",0,NULL,""
"2077-2270","Trends in Molecular Sciences","Asian Network for Scientific Information (ansinet)",0,NULL,""
"2077-2955","Transformación","University of Camaguey",0,"Education","http://transformacion.reduc.edu.cu/index.php/transformacion/"
"2077-3757","Revue De Primatologie","Société Francophone de Primatologie",0,"Science","http://primatologie.revues.org"
"2077-4435","Current Science International","Current Research Web",0,NULL,""
"2077-4508","International Journal of Environment","Current Research Web",0,NULL,""
"2077-4605","Middle East Journal of Agriculture Research","Current Research Web",0,NULL,""
"2077-4613","Middle East Journal of Applied Sciences","Current Research Web",0,NULL,""
"2077-6624","Journal of Thoracic Disease","AME Publishing Company",0,NULL,""
"2077-7000","Mycosphere","",0,NULL,""
"2077-7019","Mycosphere","Mushroom Research Foundation",0,"Science","http://www.mycosphere.org/"
"2077-9402","Sociologiâ Goroda","Volgograd State University of Architecture and Civil Engineering",0,"Social Sciences","http://vgasu.ru/science/journals/city-sociology/"
"2078-0966","Lecture Notes in Engineering and Computer Science","Newswood and International Association of Engineers",0,"Science","http://www.iaeng.org/LNECS/"
"2078-1458","Bangladesh Journal of Bioethics","Bangladesh Bioethics Society",0,"Medicine","http://www.banglajol.info/index.php/BIOETHICS"
"2078-1547","Challenges","MDPI AG",0,"Technology | Science","http://www.mdpi.com/journal/challenges/"
"2078-2454","Insurance Markets and Companies: Analyses and Actuarial Computations","Business Perspectives",0,NULL,""
"2078-2462","Insurance Markets and Companies: Analyses and Actuarial Computations","Business Perspectives",0,NULL,""
"2078-502X","Geodinamika I Tektonofizika","Institute of the Earth's crust, Siberian Branch of RAS",0,"Science","http://gt.crust.irk.ru/index.en.html"
"2078-5127","African Journal of Health Professions Education","Health and Medical Publishing Group",0,"Education","http://www.ajhpe.org.za/index.php/ajhpe/index"
"2078-5135","South African Medical Journal","Health and Medical Publishing Group",0,"Medicine","http://www.samj.org.za"
"2078-5151","South African Journal of Surgery","Med Assoc S Africa",0,NULL,NULL
"2078-516X","South African Journal of Sports Medicine","South African Sports Medicine Association",0,"Medicine","http://journals.assaf.org.za/index.php/sajsm/index"
"2078-6751","Southern African Journal of HIV Medicine","AOSIS",0,"Medicine","http://sajhivmed.org.za"
"2078-676X","Southern Afican Journal of Critical Care","Health and Medical Publishing Group",0,"Medicine","http://www.sajcc.org.za"
"2078-6778","South African Journal of Radiology","AOSIS",0,"Medicine","http://www.sajr.org.za"
"2078-6891","Journal of Gastrointestinal Oncology","AME Publishing Company",0,NULL,""
"2078-7170","CorSalud","Cardiocentro Ernesto Che Guevara",0,"Medicine","http://www.corsalud.sld.cu/corsaludenglish/index.html"
"2078-8452","Pastos Y Forrajes","Estación Experimental de Pastos y Forrajes Indio Hatuey",0,"Agriculture","http://payfo.ihatuey.cu/index.php/pasto/index"
"2078-9424","Journal of Business","Universidad del Pacífico",0,"Social Sciences","http://revistas.up.edu.pe/index.php/business/index"
"2079-0694","Annals of King Edward Medical University Lahore Pakistan","King Edward Medical University",0,"Medicine","http://www.annalskemu.org"
"2079-2883","Akroterion","Stellenbosch University",0,"History (General) and history of Europe","http://akroterion.journals.ac.za"
"2079-3146","Brunei International Medical Journal","Ministry of Health, Brunei Darussalam",0,"Medicine","http://www.bimjonline.com/index.htm"
"2079-3197","Computation (Basel)","MDPI AG",0,"Science","http://www.mdpi.com/journal/computation"
"2079-3200","Journal of Intelligence","MDPI AG",0,"Social Sciences","http://www.mdpi.com/journal/jintelligence"
